NO_PRODUK,NO_PELANGGAN,NO_WAKTU,JUMLAH_PENJUALAN
52065,531300,126,12
52075,531300,126,12
50475,,92,3
50485,,92,3
51660,,92,3
51675,,92,3
50485,509260,92,1
50750,509260,92,3
50760,509260,92,3
51660,509260,92,1
51675,509260,92,1
50140,514180,92,2
50145,514180,92,1
50155,514180,92,1
50165,514180,92,1
50475,514180,92,3
50485,514180,92,3
51390,514180,92,3
51620,514180,92,2
51660,514180,92,1
51675,514180,92,1
52055,521080,92,3
52065,521080,92,3
52085,521080,92,3
50475,523800,92,1
50485,523800,92,1
51660,523800,92,1
51675,523800,92,1
50155,526370,92,3
50475,526370,92,1
50485,526370,92,2
51660,526370,92,1
51675,526370,92,2
52065,526370,92,6
51660,535270,92,3
51675,535270,92,3
50155,,92,2
50485,,92,1
50750,,92,3
51660,,92,1
51965,,92,6
50475,,92,3
50485,,92,3
50600,,92,3
,,92,3
50750,,92,12
50760,,92,6
50750,511530,92,3
50760,511530,92,3
51660,511530,92,1
51675,511530,92,1
52055,511530,92,3
52065,511530,92,3
52075,511530,92,3
52085,511530,92,3
50560,,92,3
50600,,92,6
,,92,3
50680,,92,3
50690,,92,1
50475,,92,1
50485,,92,1
50570,,92,3
50600,,92,3
,,92,6
50610,,92,3
51660,,92,1
51675,,92,1
51685,,92,1
51695,,92,1
51725,,92,1
50560,,92,3
50570,,92,3
50630,,92,6
50750,,92,24
50760,,92,24
52065,,92,6
52355,539220,92,1
50600,513700,92,6
50670,,92,2
50860,510860,92,1
51725,510860,92,1
52065,510860,92,3
52085,510860,92,3
50475,512110,92,1
50485,512110,92,1
51005,512110,92,12
51045,512110,92,12
51055,512110,92,12
51660,512110,92,1
50550,501520,92,3
50570,501520,92,3
50750,501520,92,12
50760,501520,92,6
50810,501520,92,6
52065,501520,92,6
50750,,92,12
50760,,92,12
50475,,92,2
50485,,92,2
51115,,92,1
51660,,92,2
51675,,92,2
50105,,92,36
50120,,92,12
50105,533580,92,24
50125,533580,92,12
50105,,92,24
50120,,92,12
51005,,92,12
51020,,92,12
51025,,92,12
51035,,92,12
51050,,92,12
51540,,92,1
51055,,92,15
51550,,92,3
50105,547790,92,24
50110,547790,92,12
50120,547790,92,12
51005,,92,1
51010,,92,1
51035,,92,12
51040,,92,1
51045,,92,1
51055,,92,4
51530,,92,24
51540,,92,24
51550,,92,27
50105,,92,12
50120,,92,12
50125,,92,12
51530,,92,12
51540,,92,12
51550,,92,12
50105,506420,92,12
50120,506420,92,12
50125,506420,92,12
51005,506420,92,24
51020,506420,92,24
51040,506420,92,24
51050,506420,92,24
51055,506420,92,24
51540,506420,92,2
51550,506420,92,6
51045,506420,92,30
51620,,92,5
50760,,92,12
50435,,92,12
50455,,92,12
50740,501710,92,6
50435,506420,92,5
50455,506420,92,5
50760,506420,92,6
50750,510530,92,12
50760,510530,92,12
51015,501600,92,12
51025,501600,92,12
51040,501600,92,12
51045,501600,92,12
51005,501600,92,26
51050,501600,92,1
51005,,92,15
51025,,92,12
51040,,92,12
51045,,92,12
51055,,92,24
51005,510530,92,12
51015,510530,92,12
51025,510530,92,15
51040,510530,92,12
51045,510530,92,12
51055,510530,92,12
50090,,92,30
50090,528850,92,111
50090,,92,111
51010,511950,92,24
51015,511950,92,36
51020,511950,92,12
51025,511950,92,24
51045,511950,92,36
51055,511950,92,24
51005,511950,92,31
50090,,92,25
50570,,92,3
50600,,92,3
,,92,3
50610,,92,3
50620,,92,6
50630,,92,3
50600,501640,92,2
,501640,92,2
50620,501640,92,4
50630,501640,92,1
50670,501640,92,5
50680,501640,92,5
50690,501640,92,2
50750,503640,92,6
50760,503640,92,6
51105,503640,92,1
51415,503640,92,1
50130,522960,92,12
50135,522960,92,12
50750,522960,92,6
50760,522960,92,6
51415,522960,92,1
50455,,92,1
50760,,92,6
50335,,92,3
50740,,92,6
50750,525000,92,12
50760,525000,92,12
52055,522960,92,6
52065,522960,92,6
50740,,92,12
50100,,92,12
50730,,92,1
50750,,92,3
50475,516280,92,1
50750,516280,92,6
51695,516280,92,1
50760,,92,3
50750,507170,92,3
51125,,92,1
51390,,92,250
50140,,92,5
51390,,92,100
50550,531610,123,1
50600,531610,123,1
52055,531610,123,2
50550,,123,2
50600,,123,2
50375,527890,123,1
50385,527890,123,1
51415,527890,123,1
51425,527890,123,1
51435,527890,123,1
51765,527890,123,1
,531300,123,1
50365,531300,123,3
50385,531300,123,2
51415,531300,123,2
51425,531300,123,2
51435,531300,123,2
51745,531300,123,2
51765,531300,123,2
51115,,123,2
51685,,123,1
,,123,6
50365,,123,1
50385,,123,1
51415,,123,1
51425,,123,1
51435,,123,1
51660,,123,1
51675,,123,1
51745,,123,1
50740,,123,1
50750,,123,3
50760,,123,3
50130,,123,12
50135,,123,12
51660,,123,1
52345,,123,12
52355,,123,12
51660,525750,123,2
51675,525750,123,2
51965,525750,123,12
50145,,123,1
50255,,123,12
51695,,123,1
50335,,123,6
50345,,123,6
51715,,123,3
52540,,123,24
51965,,123,12
51390,,123,5
50550,518680,123,2
50730,,123,3
50740,,123,3
50750,,123,6
50760,,123,3
51005,,123,12
51020,,123,12
51035,,123,12
51040,,123,12
51045,,123,12
51055,,123,12
52540,,123,12
50730,541570,123,4
51675,541570,123,1
51965,541570,123,12
50335,,123,6
50345,,123,6
51620,,123,1
51715,,123,2
50145,502280,123,1
50750,502280,123,6
51965,502280,123,12
50550,535970,123,2
52335,535970,123,12
50475,,123,1
50485,,123,1
51660,,123,1
51675,,123,1
50550,,123,3
50620,,123,2
50660,,123,3
50670,,123,1
50680,,123,1
50690,,123,1
50700,,123,1
50750,,123,6
50810,,123,6
52065,,123,6
52075,,123,6
50750,,123,6
52065,,123,3
52075,,123,3
50475,,123,1
50485,,123,1
51415,,123,1
51435,,123,1
51660,,123,1
51675,,123,1
51695,,123,1
51725,,123,10
50455,504740,123,2
50620,504740,123,3
50750,504740,123,3
50750,,123,6
50760,,123,6
50550,,123,3
50570,,123,3
50620,,123,3
50630,,123,1
50660,,123,3
50700,,123,2
50750,,123,12
50770,,123,3
50810,,123,6
52055,,123,6
52065,,123,12
52075,,123,12
50475,,123,1
50485,,123,1
51660,,123,1
51675,,123,1
50750,523450,123,12
50760,523450,123,3
50750,507630,123,3
50760,507630,123,3
50550,524280,123,3
50560,524280,123,3
50570,524280,123,3
50600,524280,123,3
50750,524280,123,12
50760,524280,123,12
51660,524280,123,1
51675,524280,123,1
52055,524280,123,4
52065,524280,123,4
52085,524280,123,4
51005,,123,24
51015,,123,24
51025,,123,24
51040,,123,24
51045,,123,24
51050,,123,6
51055,,123,24
51530,,123,1
51540,,123,1
51550,,123,10
51005,511440,123,1
51020,511440,123,15
51025,511440,123,1
51040,511440,123,1
51045,511440,123,1
51055,511440,123,1
51540,511440,123,1
51550,511440,123,3
51005,,123,1
51015,,123,1
51020,,123,1
51025,,123,1
51040,,123,13
51045,,123,1
51050,,123,13
51055,,123,1
51620,,124,1
51965,,124,12
51685,,124,1
51965,,124,12
50140,,124,1
50475,,124,1
50485,,124,1
50830,,124,1
51660,,124,1
51675,,124,1
50255,506400,124,34
50890,,124,1
50090,529650,124,3
50550,533590,124,5
51745,511360,124,1
51765,511360,124,1
51390,,124,600
50760,528670,130,3
50870,528670,130,1
50880,528670,130,1
51660,528670,130,1
50550,510860,130,1
51695,510860,130,1
50165,,130,1
50750,,130,6
51105,,130,1
51685,,130,1
50860,504740,130,1
50870,504740,130,1
51395,504740,130,1
52250,504740,130,1
50100,,130,12
50145,,130,1
50165,,130,1
50550,,130,3
50600,,130,3
50750,,130,6
50760,,130,6
50995,,130,12
51345,,130,12
50600,534890,130,3
50830,,130,1
50860,,130,1
51395,,130,1
52250,,130,1
50830,501850,130,1
50860,501850,130,1
50880,501850,130,1
50830,,130,1
50860,,130,1
50880,,130,1
51395,,130,2
52250,,130,2
51415,549810,130,3
51425,549810,130,2
51005,516850,130,12
51055,516850,130,12
51620,516850,130,1
50120,529550,130,24
51005,529550,130,12
51020,529550,130,12
51415,529550,130,1
51965,529550,130,12
51415,548110,130,1
51745,548110,130,1
51530,539790,130,27
51540,539790,130,24
51550,539790,130,24
51620,539790,130,1
50550,507370,130,1
50600,507370,130,1
50750,507370,130,3
50830,532830,130,1
50850,532830,130,1
50880,532830,130,1
50880,,130,1
51395,,130,1
50830,,130,1
50880,,130,1
50860,,130,1
52250,,130,1
50830,538810,130,1
50860,538810,130,1
50830,539720,130,1
50850,539720,130,2
50860,539720,130,1
50880,539720,130,1
51395,539720,130,2
52250,539720,130,2
50880,547100,130,2
51005,547100,130,15
51010,547100,130,12
51020,547100,130,12
51045,547100,130,12
51050,547100,130,12
51055,547100,130,12
50475,519410,130,3
50485,519410,130,3
50475,,130,1
50485,,130,1
51390,,130,5
51660,534080,130,3
51675,534080,130,3
51390,,130,5
51660,,130,3
51675,,130,3
50110,502700,130,24
50485,502700,130,1
51005,502700,130,12
51015,502700,130,24
51040,502700,130,12
51055,502700,130,24
50165,507280,130,1
51040,507280,130,12
51715,507280,130,1
52055,507280,130,6
52065,507280,130,3
52085,507280,130,6
50475,525560,117,1
50485,525560,117,1
50750,525560,117,3
51660,525560,117,1
50145,519660,136,1
51115,519660,136,2
51140,519660,136,2
51685,519660,136,2
51695,519660,136,2
50165,,91,1
50445,,91,3
50455,,91,2
51505,,91,6
51525,,91,1
51535,,91,4
50155,505610,136,5
51415,521940,136,5
51965,521940,136,12
51390,,136,5
51415,,136,2
51425,,136,2
51435,,136,2
50445,,125,3
50455,,125,4
51005,,125,12
51010,,125,12
51055,,125,12
51505,,125,3
51525,,125,8
51535,,125,7
50155,501570,136,1
50155,507850,136,1
50155,,136,2
51620,,136,1
51660,,136,3
51675,,136,3
50550,535970,136,2
50600,535970,136,2
50435,,136,3
50550,,136,6
50600,,136,3
51415,,136,2
51435,,136,1
50550,,136,6
50600,,136,6
50610,,136,3
50680,,136,3
50690,,136,3
50710,,136,3
52005,,136,6
52015,,136,3
52025,,136,6
52055,,136,12
52065,,136,12
52075,,136,12
51415,,74,2
51965,,74,12
51005,517380,74,24
51015,517380,74,12
51045,517380,74,24
51055,517380,74,12
50155,,74,2
50455,,74,2
51000,,74,2
51045,,74,6
51965,,74,12
50130,,74,12
50135,,74,12
50525,,74,12
52345,,74,12
52355,,74,12
51685,541460,74,2
51695,541460,74,2
50475,,74,1
50485,,74,1
51660,,74,1
51675,,74,1
51695,,74,1
51125,,74,10
50145,512030,74,2
50830,512030,74,1
50850,512030,74,1
50880,512030,74,1
51395,512030,74,1
51415,512030,74,1
51425,512030,74,1
51435,512030,74,1
51725,512030,74,10
52250,512030,74,1
50365,,74,2
50385,,74,2
51415,,74,2
51435,,74,2
51745,,74,2
51765,,74,2
50365,527890,74,1
50385,527890,74,1
51415,527890,74,1
51435,527890,74,1
51660,,74,2
51675,,74,3
50140,,74,1
50155,,74,1
50385,,74,3
51390,,74,5
51005,534490,74,1
51020,534490,74,9
51025,534490,74,1
51040,534490,74,7
51045,534490,74,1
51055,534490,74,1
51010,524240,74,3
51015,524240,74,12
51020,524240,74,12
51025,524240,74,12
51040,524240,74,12
51045,524240,74,12
51055,524240,74,12
51005,503330,74,7
51010,503330,74,1
51025,503330,74,1
51045,503330,74,1
51055,503330,74,10
51005,501770,74,2
51010,501770,74,1
51020,501770,74,13
51025,501770,74,1
51040,501770,74,7
51045,501770,74,2
51050,501770,74,12
51055,501770,74,2
51540,501770,74,4
51005,,74,1
51015,,74,1
51020,,74,10
51025,,74,1
51040,,74,1
51045,,74,1
51050,,74,12
51055,,74,1
51540,,74,36
51550,,74,39
50830,,137,1
50880,,137,2
51395,,137,1
52250,,137,1
50830,,137,1
50880,,137,1
51395,,137,1
52250,,137,1
50485,532400,117,1
51675,532400,117,1
51530,535850,117,12
51660,535850,117,3
51675,535850,117,3
51390,521500,117,3
51660,521500,117,3
51675,521500,117,3
50730,506370,117,2
51675,506370,117,1
50550,,117,2
50550,,111,5
50600,,111,3
50165,,111,1
50750,,111,12
51675,,111,1
50830,528020,111,1
50860,528020,111,1
50880,528020,111,1
51395,528020,111,1
52250,528020,111,1
50345,501780,111,3
52075,501780,111,6
52540,501780,111,12
50830,,136,1
50850,,136,1
50860,,136,1
50870,,136,1
50880,,136,1
51395,,136,1
52250,,136,1
51660,519750,63,2
51675,519750,63,2
50130,,92,3
50135,,92,1
50155,,92,1
50445,,92,1
50455,,92,2
50525,,92,6
51000,,92,1
50155,,123,1
51000,,123,2
51030,,123,1
51525,,123,6
51840,,123,1
51960,,123,1
50130,,124,4
50455,,124,2
50520,,124,6
50525,,124,2
51625,,124,12
50130,,130,5
50135,,130,5
50155,,130,2
51105,,130,1
51625,,130,12
51965,,130,6
50455,,117,1
50525,,117,2
51000,,117,2
51030,,117,1
51840,,117,2
51965,,117,12
50130,,136,1
50135,,136,4
50155,,136,2
50455,,136,1
50525,,136,2
50890,,136,1
51030,,136,1
51045,,136,6
51055,,136,6
51965,,136,12
52345,,136,2
50155,504580,137,25
50140,504580,137,25
51390,504580,137,100
51620,504580,137,5
50830,504580,137,5
50860,504580,137,5
50870,504580,137,5
50880,504580,137,20
51395,504580,137,5
50140,,137,50
50155,,137,10
50475,,137,2
50485,,137,2
50550,,137,1
50600,,137,2
51390,,137,100
51530,,137,2
51540,,137,2
51550,,137,2
51660,,137,2
51675,,137,2
51005,533580,32,24
51015,533580,32,2
51045,533580,32,24
51055,533580,32,24
51530,533580,32,24
51540,533580,32,24
51550,533580,32,24
50355,,137,10
50360,,137,2
51005,,137,2
51010,,137,1
51015,,137,1
51020,,137,1
51025,,137,1
51040,,137,1
51045,,137,1
51050,,137,1
51055,,137,1
51735,,137,5
50550,513700,137,6
50600,513700,137,6
51005,515340,103,46
51010,515340,103,30
51015,515340,103,12
51020,515340,103,36
51025,515340,103,6
51040,515340,103,36
51045,515340,103,46
51050,515340,103,6
51055,515340,103,46
51530,515340,103,66
51540,515340,103,66
51550,515340,103,66
51005,515340,135,188
51010,515340,135,38
51015,515340,135,8
51020,515340,135,38
51025,515340,135,8
51040,515340,135,40
51045,515340,135,80
51055,515340,135,80
51530,515340,135,96
51540,515340,135,168
51550,515340,135,24
52360,515340,135,14
51005,515340,134,70
51010,515340,134,20
51015,515340,134,34
51020,515340,134,54
51040,515340,134,54
51045,515340,134,70
51540,515340,134,66
51550,515340,134,48
51055,515340,134,65
51530,515340,134,51
51005,515340,51,55
51010,515340,51,22
51015,515340,51,24
51020,515340,51,34
51025,515340,51,12
51040,515340,51,34
51045,515340,51,62
51050,515340,51,12
51055,515340,51,52
51530,515340,51,41
51540,515340,51,46
51550,515340,51,40
52360,515340,51,12
51005,515340,63,14
51010,515340,63,4
51015,515340,63,3
51020,515340,63,10
51025,515340,63,8
51040,515340,63,15
51045,515340,63,45
51055,515340,63,20
51125,515340,63,252
51530,515340,63,42
51540,515340,63,43
51550,515340,63,12
51005,515340,112,32
51010,515340,112,15
51015,515340,112,12
51020,515340,112,20
51025,515340,112,23
51040,515340,112,26
51045,515340,112,44
51050,515340,112,6
51055,515340,112,32
51540,515340,112,12
51005,509260,103,62
51010,509260,103,35
51025,509260,103,47
51040,509260,103,44
51045,509260,103,74
51055,509260,103,80
51530,509260,103,42
51540,509260,103,84
51550,509260,103,30
51005,509260,135,89
51010,509260,135,68
51015,509260,135,6
51020,509260,135,6
51025,509260,135,56
51040,509260,135,47
51045,509260,135,95
51055,509260,135,77
51530,509260,135,15
51540,509260,135,33
51550,509260,135,6
51005,509260,134,113
51010,509260,134,77
51020,509260,134,71
51025,509260,134,38
51040,509260,134,46
51045,509260,134,95
51055,509260,134,93
51530,509260,134,31
51535,509260,134,12
51540,509260,134,51
51550,509260,134,22
51005,509260,63,53
51010,509260,63,52
51015,509260,63,49
51020,509260,63,37
51045,509260,63,88
51055,509260,63,40
51530,509260,63,58
51540,509260,63,107
51550,509260,63,32
51005,509260,112,32
51010,509260,112,16
51015,509260,112,40
51020,509260,112,48
51040,509260,112,56
51045,509260,112,40
51055,509260,112,36
51530,509260,112,18
51535,509260,112,72
51540,509260,112,42
51005,504690,103,77
51010,504690,103,59
51015,504690,103,25
51020,504690,103,54
51025,504690,103,43
51040,504690,103,58
51045,504690,103,70
51050,504690,103,14
51055,504690,103,80
51530,504690,103,10
51540,504690,103,4
51550,504690,103,4
50090,504690,135,1
51005,504690,135,100
51010,504690,135,46
51015,504690,135,28
51020,504690,135,53
51025,504690,135,29
51040,504690,135,50
51045,504690,135,103
51050,504690,135,28
51055,504690,135,103
51530,504690,135,6
51540,504690,135,12
51550,504690,135,6
51005,504690,134,101
51010,504690,134,46
51020,504690,134,42
51040,504690,134,71
51045,504690,134,100
51050,504690,134,16
51055,504690,134,84
51530,504690,134,72
51540,504690,134,106
51550,504690,134,73
51005,504690,51,108
51010,504690,51,51
51015,504690,51,15
51020,504690,51,55
51040,504690,51,68
51045,504690,51,97
51050,504690,51,15
51055,504690,51,95
51530,504690,51,42
51540,504690,51,52
51550,504690,51,40
50090,504690,63,1
51005,504690,63,123
51010,504690,63,26
51015,504690,63,19
51020,504690,63,27
51040,504690,63,38
51045,504690,63,45
51050,504690,63,10
51055,504690,63,45
51125,504690,63,1
51530,504690,63,102
51540,504690,63,124
51550,504690,63,102
51005,504690,112,49
51010,504690,112,24
51015,504690,112,12
51020,504690,112,30
51040,504690,112,33
51045,504690,112,61
51050,504690,112,12
51055,504690,112,55
51530,504690,112,39
51550,504690,112,57
50090,505580,103,1
51005,505580,103,48
51010,505580,103,12
51015,505580,103,20
51020,505580,103,20
51025,505580,103,12
51040,505580,103,26
51045,505580,103,40
51050,505580,103,8
51055,505580,103,42
51530,505580,103,56
51540,505580,103,92
51550,505580,103,56
51005,505580,135,87
51010,505580,135,38
51015,505580,135,49
51020,505580,135,44
51025,505580,135,35
51035,505580,135,6
51040,505580,135,38
51045,505580,135,54
51050,505580,135,20
51055,505580,135,67
51530,505580,135,145
51540,505580,135,151
51550,505580,135,70
51010,505580,134,70
51015,505580,134,58
51020,505580,134,58
51025,505580,134,60
51040,505580,134,55
51055,505580,134,73
51525,505580,134,6
51530,505580,134,19
51535,505580,134,6
51545,505580,134,6
51550,505580,134,16
51005,505580,134,103
51035,505580,134,22
51045,505580,134,68
51050,505580,134,37
51540,505580,134,58
51005,505580,51,55
51010,505580,51,60
51015,505580,51,55
51020,505580,51,55
51025,505580,51,48
51040,505580,51,84
51045,505580,51,67
51050,505580,51,36
51055,505580,51,55
51530,505580,51,40
51540,505580,51,51
51550,505580,51,26
51010,505580,63,12
51015,505580,63,16
51020,505580,63,18
51025,505580,63,14
51040,505580,63,16
51045,505580,63,18
51050,505580,63,14
51055,505580,63,18
51540,505580,63,82
51550,505580,63,82
51005,505580,63,27
51530,505580,63,91
51005,505580,112,74
51010,505580,112,44
51015,505580,112,56
51020,505580,112,38
51025,505580,112,38
51040,505580,112,58
51045,505580,112,64
51050,505580,112,28
51055,505580,112,64
51530,505580,112,28
51540,505580,112,30
51550,505580,112,16
51390,,66,3
51620,,66,1
50355,,29,1
50455,,29,1
51675,,29,1
51735,,29,2
51965,,29,12
51005,501600,29,12
51015,501600,29,12
51020,501600,29,12
51025,501600,29,3
51045,501600,29,12
51055,501600,29,24
51530,501600,29,27
51540,501600,29,24
51550,501600,29,24
51005,535330,29,24
51015,535330,29,24
51025,535330,29,30
51040,535330,29,24
51045,535330,29,24
51055,535330,29,24
51005,500750,29,12
51015,500750,29,12
51025,500750,29,12
51040,500750,29,12
51045,500750,29,12
51050,500750,29,3
51055,500750,29,12
51530,500750,29,1
51540,500750,29,7
50140,,29,2
51140,,29,1
51685,,29,2
50130,517090,29,12
50135,517090,29,12
52345,517090,29,12
52355,517090,29,12
50145,,29,2
50165,,29,2
50475,,29,1
50485,,29,2
51105,,29,2
51660,,29,3
51675,,29,3
51530,,29,24
51540,,29,24
51550,,29,24
51735,,29,5
51055,515110,29,12
51735,515110,29,2
51415,,29,4
50880,,29,1
52250,,29,1
50830,537430,29,1
50860,537430,29,1
50870,537430,29,1
50880,537430,29,2
50475,,29,1
50485,,29,1
51660,,29,1
51675,,29,1
50830,,29,1
50850,,29,1
50860,,29,1
50870,,29,1
50880,,29,1
51115,,29,2
51395,,29,1
51685,,29,1
51695,,29,1
51725,,29,10
52250,,29,1
51005,515340,125,48
51010,515340,125,12
51020,515340,125,24
51025,515340,125,24
51040,515340,125,24
51045,515340,125,30
51050,515340,125,3
51055,515340,125,48
51530,515340,125,29
51540,515340,125,38
51550,515340,125,29
51005,515340,91,80
51010,515340,91,42
51015,515340,91,36
51020,515340,91,42
51025,515340,91,36
51040,515340,91,42
51045,515340,91,80
51050,515340,91,36
51055,515340,91,80
51530,515340,91,26
51540,515340,91,26
51550,515340,91,26
51005,515340,47,58
51010,515340,47,31
51015,515340,47,26
51020,515340,47,38
51025,515340,47,39
51040,515340,47,44
51045,515340,47,56
51050,515340,47,24
51055,515340,47,68
51525,515340,47,4
51530,515340,47,10
51535,515340,47,4
51540,515340,47,10
51545,515340,47,4
51550,515340,47,10
51005,515340,28,79
51010,515340,28,22
51015,515340,28,30
51020,515340,28,48
51025,515340,28,57
51040,515340,28,60
51045,515340,28,81
51050,515340,28,22
51055,515340,28,78
51530,515340,28,74
51540,515340,28,81
51550,515340,28,74
51005,515340,126,125
51010,515340,126,54
51015,515340,126,54
51020,515340,126,46
51025,515340,126,46
51040,515340,126,46
51045,515340,126,100
51050,515340,126,54
51055,515340,126,100
51530,515340,126,40
51540,515340,126,36
51550,515340,126,36
51005,515340,36,60
51010,515340,36,6
51015,515340,36,6
51020,515340,36,42
51025,515340,36,42
51040,515340,36,42
51045,515340,36,60
51050,515340,36,6
51055,515340,36,69
51530,515340,36,32
51540,515340,36,33
51550,515340,36,28
51005,515340,92,41
51010,515340,92,20
51015,515340,92,20
51020,515340,92,14
51025,515340,92,14
51040,515340,92,14
51045,515340,92,34
51050,515340,92,20
51055,515340,92,34
51125,515340,92,2
51530,515340,92,14
51540,515340,92,21
51550,515340,92,14
52360,515340,92,1
51005,515340,123,66
51010,515340,123,34
51015,515340,123,49
51020,515340,123,32
51025,515340,123,32
51040,515340,123,32
51045,515340,123,66
51050,515340,123,34
51055,515340,123,66
51530,515340,123,35
51540,515340,123,47
51550,515340,123,35
51005,504690,125,100
51010,504690,125,38
51015,504690,125,3
51020,504690,125,39
51025,504690,125,19
51040,504690,125,41
51045,504690,125,81
51050,504690,125,2
51055,504690,125,43
51530,504690,125,31
51540,504690,125,61
51550,504690,125,34
